task_id,status_bucket,selected_timestamp,selected_run_dir,slm1_class,slm2_class,fb1_state,fb1_class,fb2_state,fb2_class
HumanEval/33,FALLBACK_PASS,20260213_075605,episodes/humaneval_runs/20260213_075605_HumanEval_33,TypeError,TypeError,FAIL,AssertionError|tail,PASS,PASS
HumanEval/37,FALLBACK_PASS,20260213_080041,episodes/humaneval_runs/20260213_080041_HumanEval_37,IndexError,TypeError,PASS,PASS,MISSING,MISSING
HumanEval/38,FALLBACK_FAIL_NON_INFRA,20260222_064903,episodes/humaneval_runs/20260222_064903_HumanEval_38,NameError,SLM_TIMEOUT,FAIL,NameError,FAIL,NameError
HumanEval/39,FALLBACK_PASS,20260222_102150,episodes/humaneval_runs/20260222_102150_HumanEval_39,SLM_TIMEOUT,SLM_TIMEOUT,PASS,PASS,MISSING,MISSING
HumanEval/46,FALLBACK_PASS,20260222_114758,episodes/humaneval_runs/20260222_114758_HumanEval_46,SLM_TIMEOUT,SLM_TIMEOUT,PASS,PASS,MISSING,MISSING
HumanEval/50,FALLBACK_FAIL_NON_INFRA,20260222_115315,episodes/humaneval_runs/20260222_115315_HumanEval_50,SLM_TIMEOUT,SLM_TIMEOUT,FAIL,NameError,FAIL,NameError
HumanEval/54,FALLBACK_PASS,20260212_074958,episodes/humaneval_runs/20260212_074958_HumanEval_54,AssertionError|tail,AssertionError|tail,PASS,PASS,MISSING,MISSING
HumanEval/64,FALLBACK_PASS,20260212_080911,episodes/humaneval_runs/20260212_080911_HumanEval_64,AssertionError,AssertionError,PASS,PASS,MISSING,MISSING
HumanEval/65,FALLBACK_FAIL_NON_INFRA,20260222_122759,episodes/humaneval_runs/20260222_122759_HumanEval_65,SLM_TIMEOUT,SLM_TIMEOUT,FAIL,AssertionError|tail,FAIL,AssertionError|tail
HumanEval/67,FALLBACK_PASS,20260213_082821,episodes/humaneval_runs/20260213_082821_HumanEval_67,ValueError,ValueError,PASS,PASS,MISSING,MISSING
HumanEval/69,FALLBACK_PASS,20260212_081415,episodes/humaneval_runs/20260212_081415_HumanEval_69,AssertionError|tail,AssertionError|tail,PASS,PASS,MISSING,MISSING
HumanEval/70,FALLBACK_PASS,20260212_081548,episodes/humaneval_runs/20260212_081548_HumanEval_70,AssertionError|tail,AssertionError|tail,PASS,PASS,MISSING,MISSING
HumanEval/71,FALLBACK_PASS,20260212_081734,episodes/humaneval_runs/20260212_081734_HumanEval_71,AssertionError,AssertionError,PASS,PASS,MISSING,MISSING
HumanEval/74,FALLBACK_PASS,20260222_123432,episodes/humaneval_runs/20260222_123432_HumanEval_74,SLM_TIMEOUT,SLM_TIMEOUT,PASS,PASS,MISSING,MISSING
HumanEval/75,FALLBACK_PASS,20260213_064248,episodes/humaneval_runs/20260213_064248_HumanEval_75,AssertionError|tail,AssertionError|tail,PASS,PASS,MISSING,MISSING
HumanEval/76,FALLBACK_PASS,20260222_130829,episodes/humaneval_runs/20260222_130829_HumanEval_76,SLM_TIMEOUT,SLM_TIMEOUT,PASS,PASS,MISSING,MISSING
HumanEval/77,FALLBACK_PASS,20260213_065301,episodes/humaneval_runs/20260213_065301_HumanEval_77,AssertionError,AssertionError,PASS,PASS,MISSING,MISSING
HumanEval/79,FALLBACK_PASS,20260222_134359,episodes/humaneval_runs/20260222_134359_HumanEval_79,SLM_TIMEOUT,SLM_TIMEOUT,PASS,PASS,MISSING,MISSING
HumanEval/81,FALLBACK_PASS,20260222_134840,episodes/humaneval_runs/20260222_134840_HumanEval_81,SLM_TIMEOUT,SLM_TIMEOUT,PASS,PASS,MISSING,MISSING
HumanEval/83,FALLBACK_PASS,20260222_143303,episodes/humaneval_runs/20260222_143303_HumanEval_83,SLM_TIMEOUT,SLM_TIMEOUT,PASS,PASS,MISSING,MISSING
HumanEval/86,FALLBACK_PASS,20260222_150735,episodes/humaneval_runs/20260222_150735_HumanEval_86,TypeError,SLM_TIMEOUT,PASS,PASS,MISSING,MISSING
HumanEval/88,FALLBACK_PASS,20260222_154343,episodes/humaneval_runs/20260222_154343_HumanEval_88,SLM_TIMEOUT,SLM_TIMEOUT,PASS,PASS,MISSING,MISSING
HumanEval/90,FALLBACK_PASS,20260222_161834,episodes/humaneval_runs/20260222_161834_HumanEval_90,AssertionError|tail,SLM_TIMEOUT,PASS,PASS,MISSING,MISSING
HumanEval/91,FALLBACK_FAIL_NON_INFRA,20260222_170956,episodes/humaneval_runs/20260222_170956_HumanEval_91,SLM_TIMEOUT,SLM_TIMEOUT,FAIL,AssertionError,FAIL,AssertionError
HumanEval/93,FALLBACK_PASS,20260222_174547,episodes/humaneval_runs/20260222_174547_HumanEval_93,SLM_TIMEOUT,SLM_TIMEOUT,PASS,PASS,MISSING,MISSING
HumanEval/101,FALLBACK_PASS,20260222_182120,episodes/humaneval_runs/20260222_182120_HumanEval_101,AssertionError|tail,SLM_TIMEOUT,PASS,PASS,MISSING,MISSING
HumanEval/102,FALLBACK_PASS,20260222_192837,episodes/humaneval_runs/20260222_192837_HumanEval_102,SLM_TIMEOUT,SLM_TIMEOUT,PASS,PASS,MISSING,MISSING
HumanEval/103,FALLBACK_PASS,20260222_195616,episodes/humaneval_runs/20260222_195616_HumanEval_103,SLM_TIMEOUT,SLM_TIMEOUT,PASS,PASS,MISSING,MISSING
HumanEval/106,FALLBACK_FAIL_NON_INFRA,20260222_203049,episodes/humaneval_runs/20260222_203049_HumanEval_106,SLM_TIMEOUT,SLM_TIMEOUT,FAIL,IndentationError,FAIL,IndentationError
HumanEval/108,FALLBACK_FAIL_NON_INFRA,20260222_211407,episodes/humaneval_runs/20260222_211407_HumanEval_108,SLM_TIMEOUT,SLM_TIMEOUT,FAIL,AssertionError|tail,FAIL,AssertionError|tail
HumanEval/110,FALLBACK_PASS,20260222_215002,episodes/humaneval_runs/20260222_215002_HumanEval_110,SLM_TIMEOUT,SLM_TIMEOUT,PASS,PASS,MISSING,MISSING
HumanEval/112,FALLBACK_PASS,20260222_222555,episodes/humaneval_runs/20260222_222555_HumanEval_112,AssertionError|tail,SLM_TIMEOUT,PASS,PASS,MISSING,MISSING
HumanEval/113,FALLBACK_PASS,20260222_231724,episodes/humaneval_runs/20260222_231724_HumanEval_113,SLM_TIMEOUT,SLM_TIMEOUT,PASS,PASS,MISSING,MISSING
HumanEval/115,FALLBACK_FAIL_NON_INFRA,20260222_235349,episodes/humaneval_runs/20260222_235349_HumanEval_115,SLM_TIMEOUT,SLM_TIMEOUT,FAIL,AssertionError,FAIL,NameError
HumanEval/117,FALLBACK_PASS,20260221_074112,episodes/humaneval_runs/20260221_074112_HumanEval_117,NO_CODE_EXTRACTED,NO_CODE_EXTRACTED,PASS,PASS,MISSING,MISSING
HumanEval/119,FALLBACK_FAIL_NON_INFRA,20260221_074114,episodes/humaneval_runs/20260221_074114_HumanEval_119,NO_CODE_EXTRACTED,NO_CODE_EXTRACTED,FAIL,AssertionError|tail,MISSING,MISSING
HumanEval/120,FALLBACK_PASS,20260223_064708,episodes/humaneval_runs/20260223_064708_HumanEval_120,AssertionError|tail,AssertionError|tail,PASS,PASS,MISSING,MISSING
HumanEval/123,FALLBACK_PASS,20260223_065124,episodes/humaneval_runs/20260223_065124_HumanEval_123,AssertionError|tail,TIMEOUT,PASS,PASS,MISSING,MISSING
HumanEval/124,FALLBACK_PASS,20260221_074120,episodes/humaneval_runs/20260221_074120_HumanEval_124,NO_CODE_EXTRACTED,NO_CODE_EXTRACTED,PASS,PASS,MISSING,MISSING
HumanEval/126,FALLBACK_PASS,20260223_065642,episodes/humaneval_runs/20260223_065642_HumanEval_126,AssertionError,AssertionError|tail,PASS,PASS,MISSING,MISSING
HumanEval/127,FALLBACK_PASS,20260223_070049,episodes/humaneval_runs/20260223_070049_HumanEval_127,AssertionError|tail,ZeroDivisionError,PASS,PASS,MISSING,MISSING
HumanEval/129,FALLBACK_FAIL_NON_INFRA,20260221_074129,episodes/humaneval_runs/20260221_074129_HumanEval_129,NO_CODE_EXTRACTED,NO_CODE_EXTRACTED,FAIL,TIMEOUT,MISSING,MISSING
HumanEval/130,FALLBACK_FAIL_NON_INFRA,20260223_193112,episodes/humaneval_runs/20260223_193112_HumanEval_130,AssertionError|tail,SyntaxError,FAIL,AssertionError|tail,FAIL,AssertionError|tail
HumanEval/131,FALLBACK_PASS,20260221_074139,episodes/humaneval_runs/20260221_074139_HumanEval_131,NO_CODE_EXTRACTED,NO_CODE_EXTRACTED,PASS,PASS,MISSING,MISSING
HumanEval/132,FALLBACK_FAIL_NON_INFRA,20260223_193652,episodes/humaneval_runs/20260223_193652_HumanEval_132,AssertionError,SLM_TIMEOUT,FAIL,AssertionError|tail,FAIL,AssertionError|tail
HumanEval/133,FALLBACK_FAIL_NON_INFRA,20260223_225939,episodes/humaneval_runs/20260223_225939_HumanEval_133,NameError,SLM_TIMEOUT,FAIL,NameError,FAIL,NameError
HumanEval/134,FALLBACK_FAIL_NON_INFRA,20260224_002955,episodes/humaneval_runs/20260224_002955_HumanEval_134,SLM_TIMEOUT,SLM_TIMEOUT,FAIL,AssertionError|tail,FAIL,AssertionError|tail
HumanEval/135,FALLBACK_FAIL_NON_INFRA,20260224_003446,episodes/humaneval_runs/20260224_003446_HumanEval_135,SLM_TIMEOUT,SLM_TIMEOUT,FAIL,AssertionError|tail,FAIL,AssertionError|tail
HumanEval/136,FALLBACK_PASS,20260221_074148,episodes/humaneval_runs/20260221_074148_HumanEval_136,NO_CODE_EXTRACTED,NO_CODE_EXTRACTED,PASS,PASS,MISSING,MISSING
HumanEval/137,FALLBACK_PASS,20260224_054749,episodes/humaneval_runs/20260224_054749_HumanEval_137,AssertionError|tail,AssertionError|tail,PASS,PASS,MISSING,MISSING
HumanEval/139,FALLBACK_PASS,20260221_074151,episodes/humaneval_runs/20260221_074151_HumanEval_139,NO_CODE_EXTRACTED,NO_CODE_EXTRACTED,PASS,PASS,MISSING,MISSING
HumanEval/140,FALLBACK_PASS,20260224_061835,episodes/humaneval_runs/20260224_061835_HumanEval_140,AssertionError,AssertionError,PASS,PASS,MISSING,MISSING
HumanEval/141,FALLBACK_PASS,20260221_074155,episodes/humaneval_runs/20260221_074155_HumanEval_141,NO_CODE_EXTRACTED,NO_CODE_EXTRACTED,PASS,PASS,MISSING,MISSING
HumanEval/142,FALLBACK_PASS,20260221_074157,episodes/humaneval_runs/20260221_074157_HumanEval_142,NO_CODE_EXTRACTED,NO_CODE_EXTRACTED,PASS,PASS,MISSING,MISSING
HumanEval/143,FALLBACK_FAIL_NON_INFRA,20260221_074159,episodes/humaneval_runs/20260221_074159_HumanEval_143,NO_CODE_EXTRACTED,NO_CODE_EXTRACTED,FAIL,NameError,MISSING,MISSING
HumanEval/144,FALLBACK_PASS,20260221_074202,episodes/humaneval_runs/20260221_074202_HumanEval_144,NO_CODE_EXTRACTED,NO_CODE_EXTRACTED,PASS,PASS,MISSING,MISSING
HumanEval/145,FALLBACK_FAIL_NON_INFRA,20260224_064907,episodes/humaneval_runs/20260224_064907_HumanEval_145,SyntaxError,SyntaxError,FAIL,AssertionError|tail,FAIL,AssertionError|tail
HumanEval/146,FALLBACK_PASS,20260221_074206,episodes/humaneval_runs/20260221_074206_HumanEval_146,NO_CODE_EXTRACTED,NO_CODE_EXTRACTED,PASS,PASS,MISSING,MISSING
HumanEval/147,FALLBACK_PASS,20260221_074209,episodes/humaneval_runs/20260221_074209_HumanEval_147,NO_CODE_EXTRACTED,NO_CODE_EXTRACTED,PASS,PASS,MISSING,MISSING
HumanEval/148,FALLBACK_PASS,20260221_074211,episodes/humaneval_runs/20260221_074211_HumanEval_148,NO_CODE_EXTRACTED,NO_CODE_EXTRACTED,PASS,PASS,MISSING,MISSING
HumanEval/149,FALLBACK_PASS,20260221_074214,episodes/humaneval_runs/20260221_074214_HumanEval_149,NO_CODE_EXTRACTED,NO_CODE_EXTRACTED,PASS,PASS,MISSING,MISSING
HumanEval/150,FALLBACK_PASS,20260221_074215,episodes/humaneval_runs/20260221_074215_HumanEval_150,NO_CODE_EXTRACTED,NO_CODE_EXTRACTED,PASS,PASS,MISSING,MISSING
HumanEval/151,FALLBACK_PASS,20260221_074217,episodes/humaneval_runs/20260221_074217_HumanEval_151,NO_CODE_EXTRACTED,NO_CODE_EXTRACTED,PASS,PASS,MISSING,MISSING
HumanEval/152,FALLBACK_PASS,20260221_074218,episodes/humaneval_runs/20260221_074218_HumanEval_152,NO_CODE_EXTRACTED,NO_CODE_EXTRACTED,PASS,PASS,MISSING,MISSING
HumanEval/153,FALLBACK_PASS,20260221_074220,episodes/humaneval_runs/20260221_074220_HumanEval_153,NO_CODE_EXTRACTED,NO_CODE_EXTRACTED,PASS,PASS,MISSING,MISSING
HumanEval/154,FALLBACK_PASS,20260221_074222,episodes/humaneval_runs/20260221_074222_HumanEval_154,NO_CODE_EXTRACTED,NO_CODE_EXTRACTED,PASS,PASS,MISSING,MISSING
HumanEval/155,FALLBACK_PASS,20260224_073437,episodes/humaneval_runs/20260224_073437_HumanEval_155,AssertionError|tail,AssertionError|tail,FAIL,AssertionError|tail,PASS,PASS
HumanEval/156,FALLBACK_PASS,20260221_074226,episodes/humaneval_runs/20260221_074226_HumanEval_156,NO_CODE_EXTRACTED,NO_CODE_EXTRACTED,PASS,PASS,MISSING,MISSING
HumanEval/157,FALLBACK_PASS,20260224_073914,episodes/humaneval_runs/20260224_073914_HumanEval_157,AssertionError|tail,AssertionError|tail,PASS,PASS,MISSING,MISSING
HumanEval/160,FALLBACK_PASS,20260221_074229,episodes/humaneval_runs/20260221_074229_HumanEval_160,NO_CODE_EXTRACTED,NO_CODE_EXTRACTED,PASS,PASS,MISSING,MISSING
HumanEval/162,FALLBACK_FAIL_NON_INFRA,20260224_074709,episodes/humaneval_runs/20260224_074709_HumanEval_162,NameError,SLM_TIMEOUT,FAIL,NameError,FAIL,NameError
HumanEval/163,FALLBACK_FAIL_NON_INFRA,20260224_110545,episodes/humaneval_runs/20260224_110545_HumanEval_163,AssertionError,SLM_TIMEOUT,FAIL,AssertionError,FAIL,AssertionError
